Tmin(C) Tmax(C) Prcp(mm) Et0(mm) Day Month Year
7.01 14.15 0.02 3.769181287375569 17 5 1992
8.08 15.76 0.06 4.4430238772699955 18 5 1992
10.1 18.39 0.02 4.7193372128637625 19 5 1992
10.3 19.42 0.0 4.675574278420056 20 5 1992
10.05 19.92 0.0 4.727296402649255 21 5 1992
11.1 20.67 0.02 4.943439417232392 22 5 1992
11.66 20.48 0.32 5.297493576008327 23 5 1992
12.8 20.94 0.25 5.1636384359680605 24 5 1992
13.05 23.54 0.05 5.822225609000462 25 5 1992
11.34 19.11 0.04 5.315737487937695 26 5 1992
11.53 18.26 0.01 4.82414400566994 27 5 1992
13.59 20.16 1.67 4.1707959514846875 28 5 1992
12.81 16.17 13.74 1.8757653488487884 29 5 1992
12.05 18.6 7.29 3.6251785962262586 30 5 1992
11.15 19.39 0.64 4.7990737575163385 31 5 1992
13.02 19.04 2.59 3.16202158921047 1 6 1992
12.27 18.69 2.33 3.29665866471099 2 6 1992
11.91 19.24 1.82 3.659850738006263 3 6 1992
9.62 15.5 8.94 1.528929745832892 4 6 1992
9.8 15.83 1.84 1.7579366028107377 5 6 1992
11.6 18.94 2.06 4.365442725315064 6 6 1992
11.79 18.15 1.65 2.53709554015606 7 6 1992
11.24 19.15 0.1 3.693970372064656 8 6 1992
10.94 19.94 0.11 4.3913284334641975 9 6 1992
11.91 19.67 0.44 4.519472080412559 10 6 1992
11.87 18.58 0.1 4.88936930104711 11 6 1992
11.09 20.55 0.03 5.334806531334146 12 6 1992
10.38 20.83 0.06 5.007107617287928 13 6 1992
11.37 22.99 0.01 5.589564556789342 14 6 1992
14.26 22.14 0.21 4.815037816102122 15 6 1992
11.65 17.81 0.24 3.786911200077152 16 6 1992
10.25 17.55 0.0 3.4257380637838613 17 6 1992
8.75 15.67 0.51 3.1721784081543873 18 6 1992
8.6 15.42 7.7 2.373912345680458 19 6 1992
11.3 19.24 0.05 4.715546812227146 20 6 1992
10.23 18.87 0.12 4.308460591488912 21 6 1992
10.65 18.3 0.12 2.850841702614453 22 6 1992
10.01 18.66 0.05 3.8970065066408326 23 6 1992
9.98 18.4 0.03 4.183987933712934 24 6 1992
12.27 20.26 0.01 4.185532627206953 25 6 1992
11.8 21.95 0.0 4.652983946529579 26 6 1992
13.06 21.4 0.0 4.704637680405896 27 6 1992
11.72 21.76 0.01 5.062151810452316 28 6 1992
14.68 24.05 0.02 5.185917388704883 29 6 1992
15.55 22.66 2.92 2.914422608557932 30 6 1992
13.89 20.79 5.93 2.305508787077555 1 7 1992
12.05 17.48 0.64 2.9197157489683554 2 7 1992
11.73 16.86 6.09 1.4396235767416488 3 7 1992
11.77 18.55 4.7 2.378850056967192 4 7 1992
12.69 20.33 0.77 3.0386581062701943 5 7 1992
13.28 20.83 0.01 4.707739296699704 6 7 1992
12.07 19.8 0.07 3.0789314523384945 7 7 1992
13.36 17.93 0.57 2.640149693446573 8 7 1992
12.79 21.03 0.39 4.079859776649468 9 7 1992
13.76 18.44 3.72 2.0476264944332447 10 7 1992
12.4 18.06 2.03 2.672991722193689 11 7 1992
14.18 20.32 1.41 3.473227181599616 12 7 1992
13.52 20.3 8.43 2.058344722512203 13 7 1992
15.35 21.12 2.05 4.756498055218439 14 7 1992
14.48 20.4 0.84 4.145700481724105 15 7 1992
15.48 23.72 0.51 5.11023778668081 16 7 1992
14.74 22.56 3.61 3.9958871809922503 17 7 1992
13.76 21.65 0.06 3.4203683170861527 18 7 1992
14.76 23.76 0.55 3.778098760745203 19 7 1992
15.83 22.77 4.58 4.021340799995892 20 7 1992
13.59 21.19 26.01 3.4084999978632076 21 7 1992
11.23 21.19 0.1 4.817591999750462 22 7 1992
12.55 20.86 0.22 3.53431923474332 23 7 1992
16.07 22.08 1.73 3.542634688139972 24 7 1992
13.01 21.24 0.0 3.800515922343095 25 7 1992
14.14 21.26 0.42 3.449958617633305 26 7 1992
12.69 19.8 0.3 4.257022549934599 27 7 1992
10.91 20.26 0.0 4.921524815035214 28 7 1992
12.27 20.93 0.0 4.785703822140555 29 7 1992
14.23 22.48 0.0 3.9648406067659194 30 7 1992
14.79 22.13 0.0 4.673233619596773 31 7 1992
14.25 24.89 0.02 4.759820077323894 1 8 1992
14.44 22.65 0.01 3.484148152253389 2 8 1992
14.67 22.28 0.22 3.705217541605154 3 8 1992
12.99 21.65 0.02 4.30280158589181 4 8 1992
14.54 24.4 0.05 4.2035402787727065 5 8 1992
14.69 22.07 0.19 4.788974434572898 6 8 1992
14.31 20.95 1.87 3.377071041491081 7 8 1992
16.82 22.63 2.26 3.024189348585522 8 8 1992
17.67 23.69 1.01 3.0646586498212107 9 8 1992
14.73 20.5 7.35 2.9858285703803396 10 8 1992
12.59 20.37 1.14 3.55140725663376 11 8 1992
12.93 17.99 3.83 2.246899366778754 12 8 1992
12.42 18.51 10.17 2.8748414549165746 13 8 1992
11.09 18.68 0.55 2.926413906435509 14 8 1992
9.95 21.0 0.0 4.3066230532017595 15 8 1992
13.44 20.9 6.5 2.2044681931414423 16 8 1992
11.26 20.24 0.67 3.475948181033082 17 8 1992
11.73 18.28 0.84 2.2473234570980254 18 8 1992
12.27 21.05 0.17 3.688356470651329 19 8 1992
13.45 18.69 14.77 1.2881015638197995 20 8 1992
13.06 21.78 0.03 3.9168759678950953 21 8 1992
12.76 20.47 2.61 2.1929200669568765 22 8 1992
10.54 18.15 5.9 3.6099445199672022 23 8 1992
15.15 20.05 4.63 2.5825438381063197 24 8 1992
15.51 22.7 0.41 3.8307681437738808 25 8 1992
13.65 18.87 1.62 2.1202054608966323 26 8 1992
12.59 20.81 1.49 2.00932872267115 27 8 1992
14.18 19.67 0.17 2.7510370906657804 28 8 1992
12.48 18.37 0.18 3.642378465137055 29 8 1992
11.92 18.4 7.15 3.2705265869487135 30 8 1992
10.44 15.71 0.45 3.466156980147808 31 8 1992
9.36 16.07 0.37 3.1315525831491287 1 9 1992
11.2 20.05 8.28 2.3622358851831793 2 9 1992
11.05 17.23 3.13 2.660557124088562 3 9 1992
8.79 15.53 1.23 2.6272599392056284 4 9 1992
7.91 16.28 0.01 3.1085588057486113 5 9 1992
9.37 16.84 1.45 1.8105594596055226 6 9 1992
9.98 17.02 0.25 3.278083687565985 7 9 1992
9.13 16.3 0.07 3.063544434031744 8 9 1992
9.91 18.63 0.31 2.059071870780316 9 9 1992
10.26 18.15 0.14 2.940167007712427 10 9 1992
10.21 18.3 0.25 3.296138775802212 11 9 1992
9.12 16.8 0.15 3.0104227125958687 12 9 1992
9.84 14.88 10.23 0.922927498783148 13 9 1992
7.56 17.39 0.16 2.5371917092064327 14 9 1992
9.55 20.37 0.07 3.2404139784617803 15 9 1992
9.48 17.26 0.06 3.2372871712306903 16 9 1992
12.66 18.0 0.78 3.141226054799613 17 9 1992
13.07 18.15 10.24 1.5862884582773578 18 9 1992
13.05 19.01 1.19 2.0741242811863616 19 9 1992
11.15 18.37 0.56 2.6416028912640943 20 9 1992
12.57 17.8 5.77 1.3374887400403244 21 9 1992
12.12 17.17 11.88 1.2008424853574051 22 9 1992
11.52 15.66 3.26 1.3178598707028282 23 9 1992
10.73 18.19 4.45 1.9160385871696133 24 9 1992
11.08 16.23 6.14 1.01277604209153 25 9 1992
12.4 20.3 0.08 3.034422506784556 26 9 1992
13.01 19.94 0.1 1.7837029166749165 27 9 1992
13.65 21.4 0.08 2.6551282941448746 28 9 1992
11.75 18.55 0.11 2.088798190036485 29 9 1992
10.64 17.57 5.09 1.757336902361943 30 9 1992
10.12 16.45 0.08 1.8683290344367187 1 10 1992
10.65 16.95 5.04 1.9796563390434225 2 10 1992
12.15 15.56 10.43 1.326817005384625 3 10 1992
12.23 15.85 0.01 1.5665571167532666 4 10 1992
11.65 14.38 0.2 0.8858868944705327 5 10 1992
10.94 12.99 0.82 0.6926209233529134 6 10 1992
11.21 14.44 0.21 0.8159986663376626 7 10 1992
7.85 13.7 0.16 1.0017009787703377 8 10 1992
7.33 13.28 0.47 1.5406123013634798 9 10 1992
9.13 13.61 1.12 1.4465240416000582 10 10 1992
9.65 13.04 0.76 0.9439087989709579 11 10 1992
7.59 14.02 0.14 1.2300702885705848 12 10 1992
5.62 12.32 0.03 2.0049152475761383 13 10 1992
4.59 10.29 3.4 0.8906309012749819 14 10 1992
4.37 8.46 0.59 0.9230452250766006 15 10 1992
2.94 7.94 0.24 1.0611171709220484 16 10 1992
3.28 8.22 0.43 1.305493579982929 17 10 1992
4.7 10.53 2.15 1.2869431513472094 18 10 1992
6.45 9.42 15.02 0.834508577274427 19 10 1992
6.69 11.7 9.92 0.7809046912020677 20 10 1992
4.9 9.66 1.71 1.4261095792406444 21 10 1992
4.94 10.44 0.13 1.2486155961425767 22 10 1992
4.61 9.2 1.69 1.0731321692194156 23 10 1992
3.94 8.9 1.92 0.9767585789096034 24 10 1992
5.65 11.69 13.63 0.929540467679186 25 10 1992
4.15 8.19 0.57 1.061916568883206 26 10 1992
4.72 9.99 4.87 0.9084605002167593 27 10 1992
4.48 8.49 1.92 1.149058911695362 28 10 1992
3.15 9.25 0.4 1.2471500561103759 29 10 1992
2.71 8.15 0.42 1.1785579478227626 30 10 1992
1.98 6.32 0.19 1.1081889279814892 31 10 1992
3.4 11.04 0.5 0.8960999690080699 1 11 1992
7.36 13.83 4.89 0.8585476484470571 2 11 1992
5.25 10.76 0.05 1.34095487364912 3 11 1992
5.41 11.74 0.12 1.224419204705956 4 11 1992
8.27 14.74 0.09 1.2676555431069638 5 11 1992
7.49 15.2 0.26 1.470096221429996 6 11 1992
9.3 13.24 0.28 0.7777645151234572 7 11 1992
5.96 10.87 0.05 1.0277044768091061 8 11 1992
8.45 10.55 6.52 0.35776880165538927 9 11 1992
6.0 9.21 1.0 0.687746866670379 10 11 1992
5.47 11.46 16.16 0.785859260748152 11 11 1992
3.59 8.09 0.18 0.9532992153020678 12 11 1992
0.74 6.79 0.05 0.9837587241894992 13 11 1992
1.22 7.67 2.63 0.8635133474885932 14 11 1992
4.69 9.4 7.49 0.5418686594116162 15 11 1992
3.89 6.72 3.99 0.49340945962113436 16 11 1992
3.18 6.74 0.14 0.8203406959875861 17 11 1992
2.87 10.05 2.11 0.7202630184347436 18 11 1992
3.37 8.08 0.16 0.9152953179735381 19 11 1992
1.73 5.98 0.09 0.6844107299541855 20 11 1992
3.99 12.05 7.03 0.8908938641813668 21 11 1992
10.37 12.54 5.91 0.39238620181360406 22 11 1992
9.17 12.45 0.54 0.736263424928252 23 11 1992
6.2 10.88 6.29 0.9507932186305708 24 11 1992
7.11 11.47 11.24 0.7684333402327616 25 11 1992
4.32 9.01 0.51 0.8069373583111192 26 11 1992
3.25 10.31 7.79 0.8708585350579832 27 11 1992
4.25 7.33 0.11 0.5293812848674475 28 11 1992
4.93 11.42 3.12 0.720665884272191 29 11 1992
7.55 11.55 2.47 0.5634218722503623 30 11 1992
5.23 10.94 0.16 0.8745810152992706 1 12 1992
6.16 12.62 12.75 0.7509656064619002 2 12 1992
4.37 8.23 4.48 0.4366766748296024 3 12 1992
2.44 5.65 1.2 0.4684504676538241 4 12 1992
2.21 5.04 0.14 0.5773535685506448 5 12 1992
2.4 8.05 7.16 0.7818538607306601 6 12 1992
5.62 7.26 2.0 0.4144219972433554 7 12 1992
4.3 5.83 0.56 0.2614250421936374 8 12 1992
2.98 6.58 0.56 0.4324433097907446 9 12 1992
1.12 6.83 0.14 0.6716145843307364 10 12 1992
1.94 9.59 3.31 0.6992742830924692 11 12 1992
4.29 8.76 0.13 0.7376906851445342 12 12 1992
3.52 9.03 0.31 0.6001292581521557 13 12 1992
6.74 8.09 0.37 0.3749530323049598 14 12 1992
5.78 8.03 0.44 0.3770659125503619 15 12 1992
3.86 9.24 4.12 0.6864291718751862 16 12 1992
1.3 8.49 0.21 0.7412248191980839 17 12 1992
4.55 9.93 6.44 0.5631005418797532 18 12 1992
2.87 4.44 2.9 0.29826552202288015 19 12 1992
1.65 6.21 0.45 0.6455320171333597 20 12 1992
1.26 4.81 0.33 0.5350618223572032 21 12 1992
1.76 5.25 0.24 0.5470417640724972 22 12 1992
0.08 4.69 0.17 0.580497287724795 23 12 1992
0.03 4.15 0.06 0.5251437646512491 24 12 1992
2.62 5.74 0.26 0.39003256568981237 25 12 1992
2.97 5.87 0.27 0.3794025263210147 26 12 1992
1.94 5.64 0.05 0.5398335050602371 27 12 1992
0.23 3.97 0.04 0.5840480034050987 28 12 1992
0.06 4.46 0.05 0.6335277811237829 29 12 1992
-0.1 4.01 0.0 0.5990670257330342 30 12 1992
0.49 3.53 0.06 0.46668614656669105 31 12 1992
0.61 4.15 0.05 0.5577629629287715 1 1 1993
-1.85 3.55 0.0 0.5780033851631214 2 1 1993
-2.52 1.64 0.04 0.5326140460012735 3 1 1993
-0.49 3.98 1.68 0.43838421928158666 4 1 1993
3.4 7.69 4.86 0.4640034005169864 5 1 1993
3.08 10.17 8.24 0.7185526741521235 6 1 1993
2.69 9.36 1.36 0.7733569605569788 7 1 1993
1.85 8.94 0.28 0.9298873100847145 8 1 1993
3.24 10.17 0.92 0.7680807961957333 9 1 1993
5.95 11.19 8.81 0.5824244772644223 10 1 1993
6.03 9.6 2.68 0.69141702826367 11 1 1993
2.38 5.97 0.59 0.6724604380341661 12 1 1993
4.8 12.05 8.46 0.7243854349994556 13 1 1993
4.25 7.26 0.04 0.6603485917828479 14 1 1993
7.29 11.17 1.44 0.6892907567862261 15 1 1993
7.68 12.25 0.07 0.8768393050475278 16 1 1993
4.32 9.47 0.23 0.717895643893467 17 1 1993
1.4 7.07 0.01 0.859632162647207 18 1 1993
3.83 9.39 1.43 0.8965607755227787 19 1 1993
6.83 10.81 2.48 0.6281312205061804 20 1 1993
5.16 11.31 0.57 0.7819791573653796 21 1 1993
4.18 11.58 2.33 0.861611533807334 22 1 1993
4.15 10.69 2.27 0.7720030534339997 23 1 1993
4.63 11.09 0.47 1.043452833142246 24 1 1993
-2.2 4.23 0.05 0.7803880214694645 25 1 1993
-2.07 7.2 5.02 0.7777056524638529 26 1 1993
2.97 4.9 1.13 0.439080170568597 27 1 1993
5.09 9.27 1.18 0.6061149204812482 28 1 1993
3.05 7.62 0.42 0.7157670400766781 29 1 1993
3.7 6.31 0.36 0.5788913276336211 30 1 1993
3.94 7.08 0.37 0.5180550134719735 31 1 1993
2.09 4.96 0.13 0.7825105297908617 1 2 1993
3.39 6.65 0.25 0.792116835908512 2 2 1993
3.12 4.55 0.4 0.5014837446927439 3 2 1993
0.65 5.35 0.29 0.6504897861529682 4 2 1993
-0.67 3.76 0.18 0.6968768611966132 5 2 1993
1.44 10.76 0.29 1.2193517292781313 6 2 1993
6.6 9.19 0.95 0.5909170977657736 7 2 1993
6.26 7.81 0.53 0.5736345178858666 8 2 1993
5.07 6.84 0.65 0.4995479953355543 9 2 1993
2.83 4.9 0.41 0.4834624084557108 10 2 1993
2.23 4.66 0.23 0.5335597801197924 11 2 1993
2.8 7.12 0.17 0.7680873483871011 12 2 1993
3.3 4.92 0.29 0.565074081851965 13 2 1993
1.16 4.24 0.16 0.5621718960263222 14 2 1993
0.05 7.48 0.09 0.8833767200929424 15 2 1993
1.05 7.27 0.22 1.0854244155720911 16 2 1993
4.55 9.45 0.25 0.858646978725505 17 2 1993
4.45 8.78 0.22 0.5248377945510428 18 2 1993
3.06 9.01 0.01 1.1907220824455977 19 2 1993
1.97 8.45 0.26 1.0079024220556643 20 2 1993
1.03 5.32 0.39 0.8892813469010974 21 2 1993
-0.1 4.94 0.89 0.8076501226698403 22 2 1993
-0.51 5.57 0.03 1.0562287961881103 23 2 1993
0.07 7.45 0.18 1.0308699649722826 24 2 1993
1.74 8.27 0.62 1.3717450239242917 25 2 1993
2.62 4.24 7.71 0.4341767359169144 26 2 1993
-0.64 3.4 1.77 1.1785667221925415 27 2 1993
-1.13 3.41 3.09 0.7976430395461137 28 2 1993
-0.39 4.47 0.6 0.8450697924741754 1 3 1993
1.93 4.71 0.03 0.4246606043242801 2 3 1993
-0.12 3.75 0.0 0.5733784673948854 3 3 1993
-1.28 5.63 0.12 0.8736089934922755 4 3 1993
-1.42 7.58 0.51 1.0846597666579785 5 3 1993
3.9 8.92 0.3 1.0814638096641072 6 3 1993
2.13 7.66 0.27 0.8711434487528086 7 3 1993
2.38 7.65 0.16 1.5267842209213143 8 3 1993
0.05 5.48 0.01 1.7082136034522173 9 3 1993
0.33 10.19 0.34 1.4754713334414684 10 3 1993
3.76 10.37 0.14 1.8439258851565845 11 3 1993
2.69 12.48 0.27 2.2179115650831784 12 3 1993
4.85 11.76 0.09 2.2198623456800717 13 3 1993
5.0 13.55 0.05 2.05496901709141 14 3 1993
4.77 14.75 0.11 2.2552760073373945 15 3 1993
6.58 10.56 0.66 1.0192089743532755 16 3 1993
7.27 14.37 0.71 2.1690795554904163 17 3 1993
2.87 13.14 0.11 1.957000377496288 18 3 1993
0.88 10.55 0.0 2.547480094109462 19 3 1993
0.51 10.59 0.0 2.365884891107262 20 3 1993
3.93 10.65 1.81 1.2593834226422917 21 3 1993
4.15 10.69 4.2 1.3772390129557703 22 3 1993
1.97 9.59 0.05 2.1310741987527853 23 3 1993
1.65 8.89 0.3 1.8819543258857712 24 3 1993
1.05 8.63 0.2 1.730308326373651 25 3 1993
-0.3 8.4 0.01 1.786971514699967 26 3 1993
1.34 7.81 0.06 1.8895611767115659 27 3 1993
2.05 6.84 0.01 1.9445227944052328 28 3 1993
0.99 9.08 0.01 2.11331304025532 29 3 1993
5.55 12.36 0.21 1.5999391490575512 30 3 1993
4.9 10.01 6.69 1.0579026025831142 31 3 1993
4.19 10.62 5.21 0.9534823796188021 1 4 1993
2.53 10.34 0.15 2.320727161392279 2 4 1993
2.71 9.43 2.3 2.070373369621059 3 4 1993
3.98 9.94 3.22 2.159196658420889 4 4 1993
4.19 11.76 7.17 1.6004120263541297 5 4 1993
5.58 12.0 0.48 1.870637883268837 6 4 1993
5.2 11.01 0.45 1.4417824554715382 7 4 1993
5.1 9.93 0.04 1.7412687081418767 8 4 1993
6.38 9.15 8.9 0.7622392339377908 9 4 1993
4.44 12.02 0.12 2.778522067102875 10 4 1993
6.26 11.44 3.5 1.448154926261421 11 4 1993
5.33 11.81 0.49 2.261516220530412 12 4 1993
4.84 11.29 0.12 1.7877706121342967 13 4 1993
4.56 11.9 0.11 2.0943918006689786 14 4 1993
4.32 12.5 0.06 2.792013579167164 15 4 1993
4.23 14.19 0.02 2.5362211351185078 16 4 1993
6.82 13.98 1.8 1.8360863595968326 17 4 1993
7.15 12.55 2.76 1.1817348260330074 18 4 1993
8.58 13.96 0.08 1.8906171681876567 19 4 1993
8.5 17.08 0.08 3.991846411029627 20 4 1993
7.45 15.62 0.34 2.763866533132896 21 4 1993
6.86 13.73 0.89 2.062091796750034 22 4 1993
9.28 13.86 1.41 2.178631568511602 23 4 1993
8.69 12.37 17.41 1.3985498349910315 24 4 1993
7.77 14.25 8.97 1.9956289799933056 25 4 1993
7.52 13.1 1.5 1.5418335385434923 26 4 1993
6.42 14.1 0.1 3.313674623042008 27 4 1993
6.17 14.1 0.03 2.7661207131534042 28 4 1993
7.93 18.29 0.04 4.307453331902641 29 4 1993
9.56 20.79 0.03 4.4505986834223945 30 4 1993
9.39 19.59 0.56 3.639603782746389 1 5 1993
5.97 11.53 1.43 1.5730969870074465 2 5 1993
4.98 12.35 0.1 2.8703143171852523 3 5 1993
5.27 12.85 0.0 3.223484453942101 4 5 1993
4.12 11.98 0.04 3.7223640253351773 5 5 1993
4.26 11.95 0.0 3.623431706899 6 5 1993
5.08 12.75 0.0 3.7559219169539793 7 5 1993
7.51 13.73 0.14 3.1278905470643634 8 5 1993
7.69 15.73 1.26 3.3198239853081963 9 5 1993
8.87 17.52 0.44 3.7025667596787644 10 5 1993
9.5 16.71 0.13 4.120147275033037 11 5 1993
8.04 17.4 0.1 4.010101392324848 12 5 1993
6.3 13.97 0.02 2.542151295861392 13 5 1993
6.72 15.21 1.47 2.5567244987577116 14 5 1993
5.65 12.64 0.2 3.037531173097875 15 5 1993
6.93 14.12 0.49 3.0845535395709285 16 5 1993
10.8 17.81 2.68 3.1542815860698066 17 5 1993
8.74 16.23 0.21 3.7092255538348544 18 5 1993
8.59 16.26 4.15 3.2036744545942044 19 5 1993
9.04 13.25 9.01 0.976091523305915 20 5 1993
8.37 14.73 0.47 1.8799411145694815 21 5 1993
6.71 16.29 0.05 4.103180983705162 22 5 1993
9.92 17.14 0.0 4.244156943401231 23 5 1993
10.52 17.46 0.04 3.796793308245533 24 5 1993
10.16 16.21 0.14 2.8267179290910627 25 5 1993
10.39 15.9 6.11 2.3597206978916825 26 5 1993
8.23 12.83 8.08 0.9641512719891729 27 5 1993
7.78 13.47 1.77 2.1624169655150185 28 5 1993
8.62 16.87 3.98 4.263322785885888 29 5 1993
11.31 16.2 0.73 3.6439143610449785 30 5 1993
9.96 16.83 0.77 4.804020335132816 31 5 1993
10.65 17.25 0.34 2.989494568617827 1 6 1993
11.08 16.31 7.14 2.2664958296652546 2 6 1993
8.96 16.96 3.62 3.9556784909540945 3 6 1993
7.97 16.76 0.03 4.196049324434188 4 6 1993
10.69 19.48 0.0 4.778438691630251 5 6 1993
10.61 20.5 0.0 4.91124779843653 6 6 1993
12.37 22.26 0.01 5.650883368125907 7 6 1993
13.8 21.76 0.0 5.563361508066681 8 6 1993
13.66 20.68 0.02 4.991747602323168 9 6 1993
15.01 21.12 2.67 3.016697187109511 10 6 1993
12.23 17.4 6.3 3.0349661847053886 11 6 1993
12.07 18.01 1.7 2.4175427229980917 12 6 1993
10.2 16.38 0.46 2.923026010840969 13 6 1993
9.77 15.3 7.49 1.511693772006867 14 6 1993
9.27 17.37 0.15 4.582547533841831 15 6 1993
11.18 16.95 10.12 1.5655527514554464 16 6 1993
10.94 18.54 0.85 3.475004477034857 17 6 1993
12.65 18.14 1.74 2.9511925517268915 18 6 1993
11.88 18.12 0.13 3.5639172147614087 19 6 1993
9.76 18.85 0.01 4.4463761386748875 20 6 1993
9.16 18.05 0.01 4.213739809650887 21 6 1993
9.73 17.26 0.12 2.834613993625707 22 6 1993
10.64 16.11 0.57 3.129890024445668 23 6 1993
9.44 17.55 0.7 4.116765508604529 24 6 1993
9.77 17.96 0.01 3.969557879640811 25 6 1993
11.98 20.86 1.08 3.2898411663809246 26 6 1993
11.84 20.05 0.02 5.18536109874244 27 6 1993
10.98 17.83 0.01 4.212025224855283 28 6 1993
11.16 19.04 0.01 5.12739437801856 29 6 1993
12.24 20.64 0.06 5.3423941298927335 30 6 1993
11.1 19.32 0.06 4.22947107949204 1 7 1993
10.87 21.67 0.04 4.97242814387835 2 7 1993
13.71 23.19 0.07 4.108251092115881 3 7 1993
14.63 23.91 0.01 5.421623986828651 4 7 1993
10.8 18.43 0.17 3.603560933284153 5 7 1993
9.88 20.77 0.0 5.279802348653958 6 7 1993
10.88 20.67 0.02 4.7200912745516215 7 7 1993
12.66 21.24 0.02 4.535221243801098 8 7 1993
10.62 17.37 7.78 1.707325539199088 9 7 1993
9.15 16.05 1.96 3.5532499110308122 10 7 1993
8.45 16.82 1.24 3.561610824676655 11 7 1993
8.72 16.79 0.31 3.737624834449169 12 7 1993
9.61 17.74 6.16 3.78508306363268 13 7 1993
14.35 21.2 3.33 3.0119592579522343 14 7 1993
14.72 21.49 17.36 2.235214735437483 15 7 1993
15.19 21.47 2.85 3.2850892571705286 16 7 1993
13.55 19.96 0.67 3.1155723547882332 17 7 1993
10.49 17.15 1.98 3.6526195528064886 18 7 1993
12.11 17.59 3.43 3.236180402001679 19 7 1993
12.62 17.53 2.14 2.3298530724197875 20 7 1993
11.34 18.31 0.77 2.975121788374895 21 7 1993
11.01 19.72 0.04 3.970274583964386 22 7 1993
15.02 22.85 0.26 3.769109066733856 23 7 1993
12.42 18.76 4.46 1.9930162732904568 24 7 1993
11.33 17.9 2.29 3.8625065430649075 25 7 1993
11.23 18.21 1.22 4.349348236170329 26 7 1993
13.88 20.62 5.28 1.6025554974858167 27 7 1993
14.71 21.6 0.08 4.5159245887209245 28 7 1993
16.18 20.29 2.39 2.26489350960107 29 7 1993
13.62 20.26 1.42 3.116814223819559 30 7 1993
11.39 19.15 0.53 3.927055295032703 31 7 1993
11.08 20.09 0.07 4.440773504072626 1 8 1993
12.97 20.97 0.34 3.588164957179653 2 8 1993
13.54 20.43 0.37 3.9666370508433397 3 8 1993
11.51 19.52 1.02 3.2689287710107555 4 8 1993
12.42 18.89 5.93 3.095835292512939 5 8 1993
10.44 20.91 0.19 4.343096230503219 6 8 1993
13.55 21.38 0.02 4.3389017678097925 7 8 1993
13.12 19.66 0.22 3.0103934315220306 8 8 1993
14.54 21.84 1.26 2.4474434208005835 9 8 1993
11.71 18.23 0.39 3.333129213732229 10 8 1993
11.73 21.92 0.97 2.756336613863879 11 8 1993
10.93 19.1 10.41 2.763916599329819 12 8 1993
9.21 18.55 0.01 4.4480886220071305 13 8 1993
13.06 20.33 0.11 4.520038353976268 14 8 1993
14.35 21.85 1.47 3.192847092048019 15 8 1993
12.44 20.48 0.16 3.8041151108855664 16 8 1993
11.23 18.9 0.05 4.238501799887973 17 8 1993
12.8 19.41 0.0 3.1761025284185207 18 8 1993
12.95 21.94 0.0 3.8562396809191393 19 8 1993
14.63 23.17 0.07 3.0494965741703295 20 8 1993
13.34 20.51 3.53 2.975269826568404 21 8 1993
10.83 15.43 15.26 1.7409189015168476 22 8 1993
8.92 16.26 0.79 3.0621040677651297 23 8 1993
9.9 16.3 0.33 2.6016427125878545 24 8 1993
9.62 17.38 1.25 2.5160445120726136 25 8 1993
9.9 17.59 0.57 2.6710292271932015 26 8 1993
10.78 15.89 0.39 2.4151492031921675 27 8 1993
11.87 18.48 0.04 3.193006723214052 28 8 1993
10.08 19.87 0.0 3.5562778439637226 29 8 1993
11.44 19.68 0.26 2.9366890667735435 30 8 1993
11.44 18.44 0.14 2.289548022229609 31 8 1993
11.46 17.98 0.23 3.1353704336792867 1 9 1993
12.1 18.26 0.16 2.0683025133587223 2 9 1993
11.55 16.88 1.2 2.091268323776651 3 9 1993
10.4 15.37 0.35 1.957413651705426 4 9 1993
10.35 16.61 0.14 2.251658905100041 5 9 1993
9.8 17.4 0.01 2.367188201947654 6 9 1993
12.32 18.4 0.33 3.251259744579591 7 9 1993
15.44 18.26 4.84 1.687083265248101 8 9 1993
15.14 19.43 2.16 2.497939470169256 9 9 1993
11.65 17.52 1.21 1.4872853855425174 10 9 1993
9.94 16.73 1.46 2.647767995781552 11 9 1993
11.12 16.7 13.87 1.7682897390690373 12 9 1993
13.73 16.96 7.63 1.2884529038267187 13 9 1993
10.59 15.94 5.75 1.655694182971516 14 9 1993
8.58 15.83 0.75 1.7539990792123659 15 9 1993
10.37 16.62 7.03 1.6878874751601012 16 9 1993
9.61 15.15 3.26 2.1067477029625903 17 9 1993
8.59 15.31 0.12 2.180132995794087 18 9 1993
10.33 16.76 0.0 2.7123681500952275 19 9 1993
13.74 19.12 3.05 1.693624429930421 20 9 1993
